date,revenue,country,facebook,google,bing,other
2021-11-04,1783.93,US,1023.4,655.89,438.45,1271.49
2021-11-05,1570.01,US,1184.04,608.41,437.26,1369.62
2021-11-06,1651.04,US,1266.5,698.95,452.16,1357.73
2021-11-07,2386.2,US,1619.44,831.47,460.83,1322.58
2021-11-08,2067.08,US,1736.65,978.45,444.05,1429.79
2021-11-09,2339.2,US,2043.39,1139.43,450.41,1334.41
2021-11-10,2797.64,US,2328.06,1187.25,144.11,864.86
2021-11-11,4498.79,US,2564.53,1153.61,72.98,725.55
2021-11-12,3543.13,US,2504.27,1657.64,92.35,1082.42
2021-11-13,3594.48,US,2274.57,1782.43,94.46,1230.04
2021-11-14,3770.24,US,2420.26,1822.99,104.09,1197.94
2021-11-15,3224.82,US,2574.7,1696.02,189.91,1431.83
2021-11-16,3182.07,US,2376.96,1716.5,235.48,1936.64
2021-11-17,3146.36,US,2229.52,1548.87,233.37,1747.62
2021-11-18,3070.4,US,2587.35,1791.37,193.91,1715.83
2021-11-19,3475.13,US,2122.94,1693.83,227.78,1885.97
2021-11-20,3107.31,US,1844.23,2038.2,194.24,1762.39
2021-11-21,3865.54,US,2104.82,2421.43,111.25,1623.2
2021-11-22,3183.43,US,1887.85,4294.99,100.58,2090.1
2021-11-23,3544.55,US,2190.98,4732.08,72.2,2122.29
2021-11-24,3457.92,US,1693.26,3965.5,84.18,2227.7
2021-11-25,3979.86,US,2173.86,3648.62,72.54,2671.14
2021-11-26,6346.44,US,1831.57,5170.43,112.85,2392.52
2021-11-27,5103.59,US,2096.16,6502.06,95.99,2051.23
2021-11-28,4958.45,US,2396.03,5608.18,92.61,1338.01
2021-11-29,5662.53,US,1480.45,4640.89,117.73,1738.48
2021-11-30,5149.06,US,2351.15,5457.06,111.47,1462.8
2021-12-01,5573.56,US,2730.95,5286.69,123.2,1093.39
2021-12-02,4471.89,US,2085.04,4918.8,108.69,1384.53
2021-12-03,4729.83,US,2021.92,5441.47,88.12,1397.33
2021-12-04,4982.01,US,2058.65,6082.38,116.7,1452.96
2021-12-05,5286.04,US,1668.45,5936.06,95.14,1097.83
2021-12-06,5495.26,US,1704.4,5005.57,296.49,1292.04
2021-12-07,4845.63,US,1639.65,6576.35,271.52,1081.78
2021-12-08,5740.41,US,1629.02,5128.2,357.48,1281.8
2021-12-09,6195.35,US,2179.42,4880.46,349.65,1714.6
2021-12-10,5023.54,US,1978.67,5246.08,289.61,1403.38
2021-12-11,5701.39,US,2512.18,5584.92,333.2,1464.73
2021-12-12,5140.82,US,2140.68,5697.1,239.65,1238.52
2021-12-13,4319.34,US,1333.08,5427.15,292.5,1567.49
2021-12-14,4406.43,US,1383.02,4816.92,329.64,1678.67
2021-12-15,4733.89,US,1431.3,3557.51,338.68,1676.69
2021-12-16,3724.14,US,1409.5,3041.54,362.07,1219.77
2021-12-17,3089.46,US,1277.01,3085.74,280.6,931.95
2021-12-18,1815.6,US,952.92,3677.98,236.02,873.11
2021-12-19,1743.06,US,703.84,3146.19,312.17,1000.81
2021-12-20,1265.16,US,576.07,2391.74,224.06,836.19
2021-12-21,1093.83,US,480.71,2185.27,258.55,917.95
2021-12-22,1113.53,US,379.62,1979.77,315.8,875.92
2021-12-23,1139.08,US,289.65,1648.56,89.81,603.68
2021-12-24,1042.63,US,252.17,1468.66,156.6,642.9
2021-12-25,1039.98,US,285.05,2085.43,79.68,609.45
2021-12-26,1040.17,US,301.77,2104.25,68.9,493.09
2021-12-27,827.37,US,300.28,1545.64,118.36,402.57
2021-12-28,618.17,US,284.95,1470.78,109.47,373.34
2021-12-29,854.95,US,301.31,1331.53,111.61,286.86
2021-12-30,1088.34,US,332.08,1303.15,82.8,328.22
2021-12-31,1113.42,US,365.3,1214.44,100.09,347.72
